local,pin,area,district,state
Bishunapur B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Bitania B.O,271830,Nanpara,Bahraich,UTTAR PRADESH
Chafaria Bazar B.O,271841,Nanpara,Bahraich,UTTAR PRADESH
Chakujot B.O,271870,Kaiserganj,Bahraich,UTTAR PRADESH
Chamarpurwa B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Chaukgoi B.O,271802,Bhinga,Shrawasti,UTTAR PRADESH
Dahaura B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Daulatpur B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Dhauli B.O,271871,Payagpur **,Shrawasti,UTTAR PRADESH
Doobkalan B.O,271804,Bhinga,Shrawasti,UTTAR PRADESH
Farda Sumerpur B.O,271871,Bahraich,Bahraich,UTTAR PRADESH
Ganga Jamuni B.O,271821,Bahraich,Bahraich,UTTAR PRADESH
Gopchandpur B.O,271825,Mahasi,Bahraich,UTTAR PRADESH
Gotutti B.O,271875,Nanpara,Bahraich,UTTAR PRADESH
Gudari Bazar S.O,271801,Bahraich,Bahraich,UTTAR PRADESH
Huzoorpur S.O,271872,Kaiserganj,Bahraich,UTTAR PRADESH
Imilia B.O,271870,Kaiserganj,Bahraich,UTTAR PRADESH
Jabdi B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Jaitapur B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Jalalpur B.O,271881,Nanpara,Bahraich,UTTAR PRADESH
Jarwal Road S.O,271901,Kaiserganj,Bahraich,UTTAR PRADESH
Jhingha Road B.O,271802,Bahraich,Bahraich,UTTAR PRADESH
Laxmanpur Semrahniya B.O,271804,Bhinga,Shrawasti,UTTAR PRADESH
Mansoor Nagar B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Medikiya B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Nausurgumtiha B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Nawab Ganj Alia Bad B.O,271865,Nanpara ,Bahraich,UTTAR PRADESH
Patna Malhipur S.O,271803,Bhinga,Shrawasti,UTTAR PRADESH
Prahalad Gaon B.O,271881,Nanpara ,Bahraich,UTTAR PRADESH
Ramnagar Khajuri B.O,271871,Bahraich,Bahraich,UTTAR PRADESH
Ramnagra B.O,271804,Bhinga,Shrawasti,UTTAR PRADESH
Sadhuwapur B.O,271824,Mahasi,Bahraich,UTTAR PRADESH
Sarra Maundri B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Shahpur Bara B.O,271835,Ikauna,Shrawasti,UTTAR PRADESH
Shivpur S.O (Bahraich),271830,Nanpara,Bahraich,UTTAR PRADESH
Sirsia S.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Umari B.O,271903,Kaiserganj,Bahraich,UTTAR PRADESH
Ailiha B.O,271870,Kaiserganj,Bahraich,UTTAR PRADESH
Badal Pur B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Badrauli B.O,271903,Kaisarganj,Bahraich,UTTAR PRADESH
Balapur B.O,271845,Ikauna,Shrawasti,UTTAR PRADESH
Balbhaddrapur B.O,271875,Nanpara,Bahraich,UTTAR PRADESH
Baldoopurwa B.O,271830,Nanpara,Bahraich,UTTAR PRADESH
Banthihwa B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Basanera B.O,271871,Bahraich,Bahraich,UTTAR PRADESH
Bhaggarwa B.O,271872,Kaiserganj,Bahraich,UTTAR PRADESH
Bhinga S.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Botania B.O,271865,Nanpara ,Bahraich,UTTAR PRADESH
Chandarkha Bujurga B.O,271802,Ikauna,Shrawasti,UTTAR PRADESH
Chilwaria S.O,271870,Bahraich,Bahraich,UTTAR PRADESH
Dudhwania B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Fakirpuri B.O,271841,Nanpara,Bahraich,UTTAR PRADESH
Gabbapur B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Gadamar Kuurd B.O,271825,Mahasi,Bahraich,UTTAR PRADESH
Gothwa B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Hasnapur B.O,271804,Bhinga,Shrawasti,UTTAR PRADESH
Jaichandpur B.O,271835,Ikauna,Shrawasti,UTTAR PRADESH
Kakri B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Khanpur Mallah B.O,271821,Bahraich,Bahraich,UTTAR PRADESH
Kundwa B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Lakkha Baundi B.O,271825,Mahasi,Bahraich,UTTAR PRADESH
Lakkharampur B.O,271821,Bahraich,Bahraich,UTTAR PRADESH
Laxmanpur Kothi B.O,271803,Bhinga,Shrawasti,UTTAR PRADESH
Madara B.O,271845,NA,Shrawasti,UTTAR PRADESH
Meerpur Koniya B.O,271872,Kaiserganj,Bahraich,UTTAR PRADESH
Mohammad Nagar B.O,271802,Bahraich,Bahraich,UTTAR PRADESH
Motipur B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Narounda B.O,271872,Kaiserganj,Bahraich,UTTAR PRADESH
Pachdevri B.O,271851,Mahasi **,Bahraich,UTTAR PRADESH
Parsa Deharia B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Payagpur Bus Station B.O,271871,Payagpur **,Shrawasti,UTTAR PRADESH
Raideeh B.O,271835,Ikauna,Shrawasti,UTTAR PRADESH
Raipur B.O,271875,Nanpara ,Bahraich,UTTAR PRADESH
Ram Nagar Semara B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Rampurwa B.O,271825,Mahasi **,Bahraich,UTTAR PRADESH
Sablapur B.O,271825,Mahasi,Bahraich,UTTAR PRADESH
Saraa Kalan B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Sarai Jagna B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Sasia Chunamani B.O,271825,Mahasi **,Bahraich,UTTAR PRADESH
Shahpur Bargadwa B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Shikari Chanda B.O,271803,Bhinga,Shrawasti,UTTAR PRADESH
Tappah Sipah B.O,271901,Kaisarganj,Bahraich,UTTAR PRADESH
Tendwa Mahant B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Titiharia B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Ambarpur B.O,271851,Nanpara ,Bahraich,UTTAR PRADESH
Amwa Molvi B.O,271882,Nanpara,Bahraich,UTTAR PRADESH
Amwa Pokhar B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Argorwa B.O,271865,NA,Bahraich,UTTAR PRADESH
Aswa Mohammad Pur B.O,271882,Nanpara,Bahraich,UTTAR PRADESH
Babhnanpurwa B.O,271903,Kaiserganj,Bahraich,UTTAR PRADESH
Baibahi B.O,271830,Nanpara,Bahraich,UTTAR PRADESH
Balchandpur B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Balsinghpur B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Bardaha B.O,271830,Nanpara,Bahraich,UTTAR PRADESH
Bhabnoti Shankarpur B.O,271825,Mahasi,Bahraich,UTTAR PRADESH
Bhawaniapur B.O,271830,Nanpara ,Bahraich,UTTAR PRADESH
Boundi B.O,271830,NA,Bahraich,UTTAR PRADESH
Chahalwa B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Curaipurwa B.O,271851,Bahraich,Bahraich,UTTAR PRADESH
Dandey Kuinya B.O,271875,Nanpara,Bahraich,UTTAR PRADESH
Devra B.O,271881,Nanpara,Bahraich,UTTAR PRADESH
Dharsawan B.O,271835,Ikauna,Shrawasti,UTTAR PRADESH
Gandara B.O,271903,Kaisarganj,Bahraich,UTTAR PRADESH
Jamunaha Heera Singh B.O,271803,Bhinga,Shrawasti,UTTAR PRADESH
Janki Nagar B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Kanibojhi B.O,271803,Bhinga,Shrawasti,UTTAR PRADESH
Karikot B.O,271830,Nanpara,Bahraich,UTTAR PRADESH
Khanpur B.O,271872,Kaiserganj,Bahraich,UTTAR PRADESH
Kharighat S.O,271851,Mahasi,Bahraich,UTTAR PRADESH
Khasha Mohd.Pur B.O,271825,Mahasi **,Bahraich,UTTAR PRADESH
Lakhai Kalan B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Madhavpur B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Mahasi Tahsil S.O,271824,Mahasi,Bahraich,UTTAR PRADESH
Maikupurwa B.O,271851,Mahasi,Bahraich,UTTAR PRADESH
Majhanwa Takuli B.O,271903,Kaiserganj,Bahraich,UTTAR PRADESH
Maurauwa Bazar B.O,271825,Mahasi **,Bahraich,UTTAR PRADESH
Mihinpurwa S.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Mundki B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Nainiha B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Pandri Tara B.O,271882,Nanpara,Bahraich,UTTAR PRADESH
Parasrampur B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Pratappur Jungal Matera B.O,271855,Lakhimpur,Kheri,UTTAR PRADESH
Semari Bazar B.O,271855,Nanpara ,Bahraich,UTTAR PRADESH
Tendwa Mahanth B.O,271845,Ikauna,Shrawasti,UTTAR PRADESH
Tiwari Gaon B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Umaria B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Babkapur B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Badholi B.O,271904,Kaiserganj,Bahraich,UTTAR PRADESH
Banjaria B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Begampur B.O,271875,Bahraich,Bahraich,UTTAR PRADESH
Bhartha Rosan Garh B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Bhaukhara B.O,271882,Nanpara,Bahraich,UTTAR PRADESH
Bhausawan B.O,271804,Bahraich,Bahraich,UTTAR PRADESH
Bhopatpur B.O,271882,Nanpara,Bahraich,UTTAR PRADESH
Bisheswarganj S.O,271821,Payagpur ,Shrawasti,UTTAR PRADESH
Bishunapur B.O,271804,Bhinga,Shrawasti,UTTAR PRADESH
Chandanpur K. Pur B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Chaukharia B.O,271802,Bahraich,Bahraich,UTTAR PRADESH
Dargah B.O,271802,Bahraich,Bahraich,UTTAR PRADESH
Dharmapur B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Dihwa B.O,271875,Nanpara,Bahraich,UTTAR PRADESH
Fakharpur S.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Ganeshpur B.O,271845,Ikauna,Shrawasti,UTTAR PRADESH
Gilaula S.O,271835,Ikauna,Shrawasti,UTTAR PRADESH
Goorh B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Gurghutta B.O,271865,Nanpara ,Bahraich,UTTAR PRADESH
Harkhapur B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Kaiserganj S.O,271903,Kaiserganj,Bahraich,UTTAR PRADESH
Katra Bahadurpur B.O,271802,Bahraich,Bahraich,UTTAR PRADESH
Khaira Dhaukal B.O,271851,Nanpara,Bahraich,UTTAR PRADESH
Khaira Kala B.O,271830,Nanpara,Bahraich,UTTAR PRADESH
Khapurwa B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Khargaura Janoob B.O,271845,Ikauna,Shrawasti,UTTAR PRADESH
Kishunpur Meetha B.O,271851,Mahasi,Bahraich,UTTAR PRADESH
Kotwa B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Kursaha B.O,271821,Bahraich,Bahraich,UTTAR PRADESH
Mahasi B.O,271824,Mahasi,Bahraich,UTTAR PRADESH
Manwaria Diwan B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Newada B.O,271825,Mahasi,Bahraich,UTTAR PRADESH
Pargahawa B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Parwani Gauri B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Puraina Bhawani Bux B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Rajapur Kala B.O,271865,Nanpara ,Bahraich,UTTAR PRADESH
Ramgarhi B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Rampur Painda B.O,271835,Ikauna,Shrawasti,UTTAR PRADESH
Reoli B.O,271802,Bahraich,Bahraich,UTTAR PRADESH
Samari Chak Pihani B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Sarraiya B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Shankarpur B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Sikandarpur B.O,271824,Mahasi **,Bahraich,UTTAR PRADESH
Sonbarsa B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Sonrai B.O,271845,Ikauna,Shrawasti,UTTAR PRADESH
Amwa B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Babaganj B.O,271881,Nanpara ,Bahraich,UTTAR PRADESH
Babhni B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Barnapur S.O,271825,Mahasi Tahsil,Bahraich,UTTAR PRADESH
Baundi B.O,271902,NA,Bahraich,UTTAR PRADESH
Bhangha B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Dhanuhi B.O,271845,Ikauna,Shrawasti,UTTAR PRADESH
Dharmanpur B.O,271875,Mahasi **,Bahraich,UTTAR PRADESH
Gangapur B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Gangwal B.O,271821,Bahraich,Bahraich,UTTAR PRADESH
Gaurapipra B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Gorahia B.O,271903,Kaiserganj,Bahraich,UTTAR PRADESH
Govindpur Pandit B.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Gulara B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Gureharipur B.O,271902,Mahasi **,Bahraich,UTTAR PRADESH
Haiveriya B.O,271872,Kaiserganj,Bahraich,UTTAR PRADESH
Hardutt Nagar B.O,271875,Bhinga,Shrawasti,UTTAR PRADESH
Hariharpur B.O,271870,Kaiserganj,Bahraich,UTTAR PRADESH
Jamunaha Bhawania Pur B.O,271865,Bhinga,Shrawasti,UTTAR PRADESH
Kakraha B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Kalpipara S.O,271802,Bahraich,Bahraich,UTTAR PRADESH
Kaudha B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Kewalpur B.O,271881,Nanpara,Bahraich,UTTAR PRADESH
Kundasar B.O,271903,Kaiserganj,Bahraich,UTTAR PRADESH
Kundaspara B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Lohiya Nagar B.O,271855,Nanpara ,Bahraich,UTTAR PRADESH
Machhrihwa B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Madhwapur B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Madhwapur B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Mahdeiya B.O,271805,Ikauna **,Shrawasti,UTTAR PRADESH
Maholi B.O,271903,Kaiserganj,Bahraich,UTTAR PRADESH
Maina Newaria B.O,271882,Nanpara,Bahraich,UTTAR PRADESH
Mangouriha B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Matera Kalan B.O,271851,Nanpara,Bahraich,UTTAR PRADESH
Moharba B.O,271882,Nanpara,Bahraich,UTTAR PRADESH
Mujehna B.O,271831,Bhinga,Shrawasti,UTTAR PRADESH
Murtiha B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Nandwal B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Nanpara S.O,271865,Nanpara,Bahraich,UTTAR PRADESH
Nasirganj B.O,271804,Kaiserganj,Bahraich,UTTAR PRADESH
Patrahiya B.O,271830,Nanpara,Bahraich,UTTAR PRADESH
Patupur B.O,271872,Kaiserganj,Bahraich,UTTAR PRADESH
Payrepur B.O,271903,Kaiserganj,Bahraich,UTTAR PRADESH
Pure Prasad B.O,271840,Bhinga,Shrawasti,UTTAR PRADESH
Qanoongopura S.O,271801,Bahraich,Bahraich,UTTAR PRADESH
Raipura B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Rehuwa Mansoor B.O,271824,Mahasi,Bahraich,UTTAR PRADESH
Risia S.O,271875,Nanpara,Bahraich,UTTAR PRADESH
Satpediya B.O,271870,Bahraich,Bahraich,UTTAR PRADESH
Shahpur Kalan B.O,271855,Nanpara,Bahraich,UTTAR PRADESH
Shivdaha B.O,271871,Bahraich,Bahraich,UTTAR PRADESH
Shukulpurwa B.O,271902,Kaiserganj,Bahraich,UTTAR PRADESH
Sitkahana B.O,271803,Ikauna,Shrawasti,UTTAR PRADESH
Sohbatia B.O,271830,Nanpara,Bahraich,UTTAR PRADESH
Sonwan B.O,271804,Bhinga,Shrawasti,UTTAR PRADESH
Sutaouli B.O,271903,Kaiserganj,Bahraich,UTTAR PRADESH
Vairi Maheshpur B.O,271903,Kaiserganj,Bahraich,UTTAR PRADESH
Akhtiyarpur B.O,221713,Ballia,Ballia,UTTAR PRADESH
Amahara B.O,221712,Rasra,Ballia,UTTAR PRADESH
Awayen B.O,221715,Bithara Road,Ballia,UTTAR PRADESH
Bachhapar B.O,277303,Sikandar Pur,Ballia,UTTAR PRADESH
Baghaunch B.O,277402,Bairia,Ballia,UTTAR PRADESH
Bahadura B.O,277207,Sikanderpur,Ballia,UTTAR PRADESH
Bahuara B.O,277216,Bairia,Ballia,UTTAR PRADESH
Balupur B.O,277303,Sikandarpur,Ballia,UTTAR PRADESH
Banahra B.O,277303,Sikandarpur,Ballia,UTTAR PRADESH
Barauli B.O,221716,Bilthara Road,Ballia,UTTAR PRADESH
Belahari B.O,277403,Ballia,Ballia,UTTAR PRADESH
Bhimpura B.O,221711,Bilthara Road,Ballia,UTTAR PRADESH
Bigahi B.O,277211,Bansdih,Ballia,UTTAR PRADESH
Bilthara Bazar B.O,221715,Bilthara Road,Ballia,UTTAR PRADESH
Chak Usaraila B.O,277124,Sikandarour,Ballia,UTTAR PRADESH
Chandadih B.O,221715,Bilthra Road,Ballia,UTTAR PRADESH
Charawan Barwan B.O,277303,Sikandarpur,Ballia,UTTAR PRADESH
Chhibbi B.O,221701,Rasra,Ballia,UTTAR PRADESH
Dihwa B.O,221711,Sikandarpur,Ballia,UTTAR PRADESH
Dokati B.O,277204,Bairia,Ballia,UTTAR PRADESH
Farsatar B.O,221715,Bilthararoad,Ballia,UTTAR PRADESH
Garhmalpur S.O,221709,Sikanderpur,Ballia,UTTAR PRADESH
Gosain Pur B.O,277303,Sikandarpur,Ballia,UTTAR PRADESH
Hajauli B.O,221701,Rasra,Ballia,UTTAR PRADESH
Halpur B.O,277213,Bansdih,Ballia,UTTAR PRADESH
Jamuaon B.O,221718,Belthra Road,Ballia,UTTAR PRADESH
Kewara B.O,277210,Bansdih,Ballia,UTTAR PRADESH
Khari B.O,221709,Rasra,Ballia,UTTAR PRADESH
Khathghara B.O,221717,Sikanderpur,Ballia,UTTAR PRADESH
Kotwa Narayenpur B.O,277501,Ballia,Ballia,UTTAR PRADESH
Majhua S.O,277403,Ballia,Ballia,UTTAR PRADESH
Mohammadpur B.O,221716,Bilthra Road,Ballia,UTTAR PRADESH
Muradih B.O,277209,Bansdih,Ballia,UTTAR PRADESH
Murli Chhapra B.O,277204,Bairia,Ballia,UTTAR PRADESH
Nagwa B.O,277401,Ballia,Ballia,UTTAR PRADESH
Palia Khas B.O,221718,Bilthra Road,Ballia,UTTAR PRADESH
Panicha B.O,277302,Sikandarpur,Ballia,UTTAR PRADESH
Pasuhari B.O,221715,Bilthara Road,Ballia,UTTAR PRADESH
Piprakal;a B.O,277504,Ballia,Ballia,UTTAR PRADESH
Prasadpur B.O,277124,Sikandarpur,Ballia,UTTAR PRADESH
Puras B.O,277211,Bansdih,Ballia,UTTAR PRADESH
Rajpur B.O,277202,Bansdih,Ballia,UTTAR PRADESH
Ramgarh B.O,277501,Ballia,Ballia,UTTAR PRADESH
Ratsar S.O,277123,Ballia,Ballia,UTTAR PRADESH
Saharaspali B.O,277001,Ballia,Ballia,UTTAR PRADESH
Sahatwar S.O,277211,Bansdih,Ballia,UTTAR PRADESH
Thohilpali B.O,277124,Sikandarpur,Ballia,UTTAR PRADESH
Amaharpatti Uttar B.O,221712,Rasra,Ballia,UTTAR PRADESH
Anjorpur B.O,277502,Ballia,Ballia,UTTAR PRADESH
Athialapura B.O,221712,Rasra,Ballia,UTTAR PRADESH
Baghuri B.O,221717,Sikanderpur,Ballia,UTTAR PRADESH
Bilthra Road RS S.O,221715,Bilthra Road,Ballia,UTTAR PRADESH
Budhuan B.O,277121,Rasra,Ballia,UTTAR PRADESH
Chakia B.O,277208,Bairia,Ballia,UTTAR PRADESH
Chand Diar B.O,277214,Bairia,Ballia,UTTAR PRADESH
Daulatpur B.O,221713,Ballia,Ballia,UTTAR PRADESH
Dawani B.O,277203,Ballia,Ballia,UTTAR PRADESH
Dhoridih B.O,221717,Sikanderpur,Ballia,UTTAR PRADESH
Dubey Chhapra S.O,277205,Bairia,Ballia,UTTAR PRADESH
Dumariya B.O,277211,Bansdih,Ballia,UTTAR PRADESH
Durjanpur B.O,277208,Bairia,Ballia,UTTAR PRADESH
Ekail B.O,221711,Sikandarpur,Ballia,UTTAR PRADESH
Hariahan Kalan B.O,277209,Bansdih,Ballia,UTTAR PRADESH
Isari Salempur B.O,221709,Rasra,Ballia,UTTAR PRADESH
Jagadara B.O,277124,Sikandarpur,Ballia,UTTAR PRADESH
Jamalpur B.O,277208,Bairia,Ballia,UTTAR PRADESH
Kajhari B.O,221701,Rasra,Ballia,UTTAR PRADESH
Karanchhapa S.O,277214,Bairia,Ballia,UTTAR PRADESH
Katharia B.O,221713,Ballia,Ballia,UTTAR PRADESH
Manikpur B.O,277207,Bansdih,Ballia,UTTAR PRADESH
Middha B.O,277506,Ballia,Ballia,UTTAR PRADESH
Nikasi B.O,221711,Rasra,Ballia,UTTAR PRADESH
Pakari B.O,277124,Sikandarpur,Ballia,UTTAR PRADESH
Rasoolpur B.O,221712,Rasra,Ballia,UTTAR PRADESH
Saraybharti B.O,221712,Rasra,Ballia,UTTAR PRADESH
Sarya Dihu Bhagat B.O,221715,Bilthara Road,Ballia,UTTAR PRADESH
Semaria B.O,221716,Bilthra Road,Ballia,UTTAR PRADESH
Sikarhata B.O,221718,Bilthararoad,Ballia,UTTAR PRADESH
Surahi B.O,277504,Ballia,Ballia,UTTAR PRADESH
Suryabhanpur B.O,277216,Bairia,Ballia,UTTAR PRADESH
Takarsand B.O,277001,Ballia,Ballia,UTTAR PRADESH
Udharan B.O,221716,Bilthra Road,Ballia,UTTAR PRADESH
Akhar B.O,277401,Ballia,Ballia,UTTAR PRADESH
Akhop B.O,221715,Bilthara Road,Ballia,UTTAR PRADESH
Babubel B.O,277402,Bairia,Ballia,UTTAR PRADESH
Bahorawan B.O,221716,Bilthara Road,Ballia,UTTAR PRADESH
Bahuta Chak Upadhyay B.O,221715,Bilthra Road,Ballia,UTTAR PRADESH
Bansdih Road S.O,277203,Ballia,Ballia,UTTAR PRADESH
Beruarbari B.O,277304,Bansdih,Ballia,UTTAR PRADESH
Bharauli B.O,277501,Ballia,Ballia,UTTAR PRADESH
Biharaharpur B.O,221711,Rasra,Ballia,UTTAR PRADESH
Chandi B.O,221711,Bilthara Road,Ballia,UTTAR PRADESH
Chandrawar B.O,221712,Rasra,Ballia,UTTAR PRADESH
Chintamanpur B.O,221712,Rasra,Ballia,UTTAR PRADESH
Chnd Pur B.O,277211,Bansdih,Ballia,UTTAR PRADESH
Deoriha B.O,221711,Rasra,Ballia,UTTAR PRADESH
Duhabihra B.O,221717,Sikanderpur,Ballia,UTTAR PRADESH
Gaighat B.O,277209,Bansdih,Ballia,UTTAR PRADESH
Haldi S.O (Ballia),277402,Ballia,Ballia,UTTAR PRADESH
Hariharpur B.O,277401,Ballia,Ballia,UTTAR PRADESH
Jajauli B.O,221717,Sikanderpur,Ballia,UTTAR PRADESH
Janaupur B.O,277123,Ballia,Ballia,UTTAR PRADESH
Karmauta B.O,277303,Sikandarpur,Ballia,UTTAR PRADESH
Kazipur B.O,277303,Siaknderpur,Ballia,UTTAR PRADESH
Khejuri B.O,277302,Sikanderpur,Ballia,UTTAR PRADESH
Laxman Chapra B.O,277214,Bairia,Ballia,UTTAR PRADESH
Naraon B.O,221701,Rasra,Ballia,UTTAR PRADESH
Narhi S.O,277502,Ballia,Ballia,UTTAR PRADESH
Parasia B.O,221711,Bilthara Road,Ballia,UTTAR PRADESH
Rampur B.O,221712,Rasra,Ballia,UTTAR PRADESH
Rampur Chit B.O,277502,Ballia,Ballia,UTTAR PRADESH
Rasra Town S.O,221712,Rasra,Ballia,UTTAR PRADESH
Rudrapur B.O,277402,Bairia,Ballia,UTTAR PRADESH
Sawan B.O,277123,Rasra,Ballia,UTTAR PRADESH
Siswar B.O,221712,Rasra,Ballia,UTTAR PRADESH
Sri Nagar B.O,277209,Bairia,Ballia,UTTAR PRADESH
Sukhpura S.O,277304,Bansdih,Ballia,UTTAR PRADESH
Sultanpur B.O,277207,Bansdih,Ballia,UTTAR PRADESH
Suryapura B.O,277301,Ballia,Ballia,UTTAR PRADESH
T.D.College S.O,277001,Ballia,Ballia,UTTAR PRADESH
Tadi Bada Gaon B.O,221711,Bilthara Road,Ballia,UTTAR PRADESH
Uskar B.O,221716,Bilthra Road,Ballia,UTTAR PRADESH
Zeera Basti B.O,277001,Ballia,Ballia,UTTAR PRADESH
Achalgarh B.O,277209,Bairia,Ballia,UTTAR PRADESH
Agrauli B.O,277401,Ballia,Ballia,UTTAR PRADESH
Asanwar B.O,221701,Rasra,Ballia,UTTAR PRADESH
Babhanauli B.O,221716,Bilthra Road,Ballia,UTTAR PRADESH
Bairia S.O (Ballia),277201,NA,Ballia,UTTAR PRADESH
Ballia H.O,277001,Ballia,Ballia,UTTAR PRADESH
Banspar Bahorwa B.O,221715,Bilthara Road,Ballia,UTTAR PRADESH
Bhikharia B.O,277207,Bansdih,Ballia,UTTAR PRADESH
Birpura B.O,221709,Rasra,Ballia,UTTAR PRADESH
Civillines S.O,277001,Ballia,Ballia,UTTAR PRADESH
Dalchapra B.O,277209,Bairia,Ballia,UTTAR PRADESH
Deodih B.O,277202,Bansdih,Ballia,UTTAR PRADESH
Dhanauti B.O,277304,Bansdih,Ballia,UTTAR PRADESH
Dumari B.O,277203,Ballia,Ballia,UTTAR PRADESH
Gangapur B.O,277205,Bairia,Ballia,UTTAR PRADESH
Gopalnagar B.O,277208,Bairia,Ballia,UTTAR PRADESH
Haldi Rampur B.O,221715,Bilthra Road,Ballia,UTTAR PRADESH
Ibrahimabad Uprwar B.O,277214,Bairia,Ballia,UTTAR PRADESH
Ibrahimpatti B.O,221716,Blthra Road,Ballia,UTTAR PRADESH
Inds0 B.O,221711,Bilthara Road,Ballia,UTTAR PRADESH
Jam B.O,221712,Rasra,Ballia,UTTAR PRADESH
Jigirasand B.O,277302,Sikandarpur,Ballia,UTTAR PRADESH
Kaithauli B.O,277202,NA,Ballia,UTTAR PRADESH
Karon B.O,221713,Ballia,Ballia,UTTAR PRADESH
Kasoundar B.O,221716,Bilthra Road,Ballia,UTTAR PRADESH
Kharahatar B.O,277121,Ballia,Ballia,UTTAR PRADESH
Kheosar S.O,277219,Bansdih,Ballia,UTTAR PRADESH
Kodai B.O,221711,Rasra,Ballia,UTTAR PRADESH
Kopawan B.O,221701,Rasra,Ballia,UTTAR PRADESH
Koth B.O,221717,Sikanderpur,Ballia,UTTAR PRADESH
Lahasani B.O,221711,Bilthjara Road,Ballia,UTTAR PRADESH
